date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:35:05	118/118	---MCZ	200	added ('OK')	text/plain	date:Wed,%2001%20Jul%202026%2007:35:05%20GMT	https://sophiehustin.com/robots.txt		(from )
12:35:05	37352/37352	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jul%202026%2007:35:05%20GMT	https://sophiehustin.com/	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/index.html	(from )
12:35:06	181283/181283	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Sep%202017%2011:09:50%20GMT	https://sophiehustin.com/wp-content/themes/Sophiehustin/assets/images/facebook.png	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/themes/Sophiehustin/assets/images/facebook.png	(from https://sophiehustin.com/)
12:35:06	181283/181283	---M--	200	added ('OK')	image/jpeg	date:Sat,%2002%20Sep%202017%2011:09:49%20GMT	https://sophiehustin.com/wp-content/themes/Sophiehustin/assets/images/twitter.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/themes/Sophiehustin/assets/images/twitter.jpg	(from https://sophiehustin.com/)
12:35:07	5430/5430	---M--	200	added ('OK')	image/x-icon	date:Wed,%2030%20Aug%202017%2018:08:17%20GMT	https://sophiehustin.com/wp-content/themes/Sophiehustin/favicon.ico	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/themes/Sophiehustin/favicon.ico	(from https://sophiehustin.com/)
12:35:07	37451/37451	---M-Z	200	added ('OK')	text/css	date:Sat,%2023%20Sep%202017%2022:17:01%20GMT	https://sophiehustin.com/wp-content/themes/Sophiehustin/build/app.min.css	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/themes/Sophiehustin/build/app.min.css	(from https://sophiehustin.com/)
12:35:07	97517/97517	---M-Z	200	added ('OK')	text/css	date:Wed,%2029%20Mar%202023%2020:35:23%20GMT	https://sophiehustin.com/wp-includes/css/dist/block-library/style.min.css?ver=6.2.9	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-includes/css/dist/block-library/style.min0192.css	(from https://sophiehustin.com/)
12:35:07	291/291	---M-Z	200	added ('OK')	text/css	date:Wed,%2029%20Mar%202023%2020:35:23%20GMT	https://sophiehustin.com/wp-includes/css/classic-themes.min.css?ver=6.2.9	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-includes/css/classic-themes.min0192.css	(from https://sophiehustin.com/)
12:35:08	26361/26361	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jul%202026%2007:35:08%20GMT	https://sophiehustin.com/a-propos	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/a-propos.html	(from https://sophiehustin.com/)
12:35:08	34664/34664	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jul%202026%2007:35:08%20GMT	https://sophiehustin.com/actualites	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/actualites.html	(from https://sophiehustin.com/)
12:35:08	25235/25235	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jul%202026%2007:35:09%20GMT	https://sophiehustin.com/contact	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/contact.html	(from https://sophiehustin.com/)
12:35:09	44793/44793	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jul%202026%2007:35:09%20GMT	https://sophiehustin.com/peintures	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/peintures.html	(from https://sophiehustin.com/)
12:35:09	44817/44817	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jul%202026%2007:35:09%20GMT	https://sophiehustin.com/sculptures	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/sculptures.html	(from https://sophiehustin.com/)
12:35:10	276591/276591	---M--	200	added ('OK')	image/jpeg	date:Wed,%2007%20Apr%202021%2016:46:46%20GMT	https://sophiehustin.com/wp-content/uploads/2021/04/amoureux-bois-ebene-copie.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2021/04/amoureux-bois-ebene-copie.jpg	(from https://sophiehustin.com/)
12:35:11	713615/713615	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2013:59:51%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/40x40.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/40x40.jpg	(from https://sophiehustin.com/)
12:35:12	777009/777009	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2013:53:57%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/juliette-copie.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/juliette-copie.jpg	(from https://sophiehustin.com/)
12:35:13	753248/753248	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2014:00:02%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/The-little-voice-30x30-1.jpeg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/The-little-voice-30x30-1.jpg	(from https://sophiehustin.com/)
12:35:13	702142/702142	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2013:51:59%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/the-key-98x70-copie.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/the-key-98x70-copie.jpg	(from https://sophiehustin.com/)
12:35:13	816967/816967	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2013:52:25%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/Insieme.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/Insieme.jpg	(from https://sophiehustin.com/)
12:35:14	711933/711933	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2013:52:59%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/open-your-eyes-116x81-1.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/open-your-eyes-116x81-1.jpg	(from https://sophiehustin.com/)
12:35:14	808767/808767	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2013:30:02%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/hearts-story-copie.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/hearts-story-copie.jpg	(from https://sophiehustin.com/)
12:35:16	782426/782426	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2013:46:07%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/IMG_0467.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/IMG_0467.jpg	(from https://sophiehustin.com/)
12:35:16	660510/660510	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2013:17:58%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/IMG_5557-copie.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/IMG_5557-copie.jpg	(from https://sophiehustin.com/)
12:35:18	76459/76459	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Oct%202017%2006:07:39%20GMT	https://sophiehustin.com/wp-content/uploads/2017/10/tableau-symbol-150x50-2400-2.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2017/10/tableau-symbol-150x50-2400-2.jpg	(from https://sophiehustin.com/)
12:35:20	768047/768047	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2013:21:21%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/IMG_5546-copie.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/IMG_5546-copie.jpg	(from https://sophiehustin.com/)
12:35:21	753603/753603	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Oct%202017%2006:05:24%20GMT	https://sophiehustin.com/wp-content/uploads/2017/10/la-ville-et-la-fleur-150x50-2400.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2017/10/la-ville-et-la-fleur-150x50-2400.jpg	(from https://sophiehustin.com/)
12:35:21	201032/201032	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Oct%202017%2006:02:11%20GMT	https://sophiehustin.com/wp-content/uploads/2017/10/champignon-50x50-700e.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2017/10/champignon-50x50-700e.jpg	(from https://sophiehustin.com/)
12:35:21	298520/298520	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Oct%202017%2005:59:26%20GMT	https://sophiehustin.com/wp-content/uploads/2017/10/chuuuuuuutt-30x30-500e.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2017/10/chuuuuuuutt-30x30-500e.jpg	(from https://sophiehustin.com/)
12:35:22	108430/108430	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Sep%202017%2010:59:34%20GMT	https://sophiehustin.com/wp-content/uploads/2017/09/mea-culpa-80x100-300dpi-low.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2017/09/mea-culpa-80x100-300dpi-low.jpg	(from https://sophiehustin.com/)
12:35:22	785365/785365	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2013:50:04%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/secret-meeting-80x80-1.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/secret-meeting-80x80-1.jpg	(from https://sophiehustin.com/)
12:35:22	124577/124577	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Sep%202017%2010:59:29%20GMT	https://sophiehustin.com/wp-content/uploads/2017/09/ma-terre-80x100-low.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2017/09/ma-terre-80x100-low.jpg	(from https://sophiehustin.com/)
12:35:22	423929/423929	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20Oct%202017%2006:03:16%20GMT	https://sophiehustin.com/wp-content/uploads/2017/10/il-%c3%a9tait-des-fois-65x100-2000e.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2017/10/il-%c3%a9tait-des-fois-65x100-2000e.jpg	(from https://sophiehustin.com/)
12:35:22	20098/20098	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Jul%202020%2012:03:45%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/IMG_9550-e1595592225307.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/IMG_9550-e1595592225307.jpg	(from https://sophiehustin.com/)
12:35:22	94589/94589	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Jul%202020%2011:59:32%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/EDF8BDDD-38A4-4AB7-8B37-D3949198E548.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/EDF8BDDD-38A4-4AB7-8B37-D3949198E548.jpg	(from https://sophiehustin.com/)
12:35:22	758379/758379	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2012:40:56%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/lespoir-ou-le-renouveau.jpeg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/lespoir-ou-le-renouveau.jpg	(from https://sophiehustin.com/)
12:35:22	266989/266989	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2015:02:01%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/avanti.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/avanti.jpg	(from https://sophiehustin.com/)
12:35:23	181078/181078	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2015:08:50%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/IMG_9331-scaled.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/IMG_9331-scaled.jpg	(from https://sophiehustin.com/)
12:35:23	679348/679348	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2014:25:09%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/IMG_9129.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/IMG_9129.jpg	(from https://sophiehustin.com/)
12:35:24	93038/93038	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2015:06:12%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/IMG_9151.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/IMG_9151.jpg	(from https://sophiehustin.com/)
12:35:24	87485/87485	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2015:06:25%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/IMG_9149.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/IMG_9149.jpg	(from https://sophiehustin.com/)
12:35:24	111697/111697	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2015:00:11%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/Pret-%c3%a0-....jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/Pret-%c3%a0-....jpg	(from https://sophiehustin.com/)
12:35:24	760819/760819	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2015:00:02%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/ENTREDEUX.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/ENTREDEUX.jpg	(from https://sophiehustin.com/)
12:35:25	736724/736724	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2014:54:18%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/work-in-progress.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/work-in-progress.jpg	(from https://sophiehustin.com/)
12:35:25	759822/759822	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2015:00:44%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/Et-alors.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/Et-alors.jpg	(from https://sophiehustin.com/)
12:35:25	168360/168360	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2014:31:48%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/LES-FAISEURS-DE-COEUR.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/LES-FAISEURS-DE-COEUR.jpg	(from https://sophiehustin.com/)
12:35:25	437881/437881	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2014:26:16%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/terre-4-copie.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/terre-4-copie.jpg	(from https://sophiehustin.com/)
12:35:26	262064/262064	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2015:04:59%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/IMG_E6984-scaled.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/IMG_E6984-scaled.jpg	(from https://sophiehustin.com/)
12:35:26	765457/765457	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2015:08:32%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/bienveillance.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/bienveillance.jpg	(from https://sophiehustin.com/)
12:35:26	145473/145473	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2014:31:53%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/READY.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/READY.jpg	(from https://sophiehustin.com/)
12:35:26	107828/107828	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2014:18:26%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/Lets-go.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/Lets-go.jpg	(from https://sophiehustin.com/)
12:35:27	259698/259698	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2023%20Sep%202017%2022:17:24%20GMT	https://sophiehustin.com/wp-content/themes/Sophiehustin/build/app.min.js	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/themes/Sophiehustin/build/app.min.js	(from https://sophiehustin.com/)
12:35:27	78394/78394	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2002%20Sep%202017%2008:19:44%20GMT	https://sophiehustin.com/wp-content/themes/Sophiehustin/assets/fonts/portrait-light-webfont.eot	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/themes/Sophiehustin/assets/fonts/portrait-light-webfont.eot	(from https://sophiehustin.com/wp-content/themes/Sophiehustin/build/app.min.css)
12:35:27	642541/642541	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202020%2015:08:13%20GMT	https://sophiehustin.com/wp-content/uploads/2020/07/IMG_9069.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/uploads/2020/07/IMG_9069.jpg	(from https://sophiehustin.com/)
12:35:27	78394/78394	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2002%20Sep%202017%2008:19:44%20GMT	https://sophiehustin.com/wp-content/themes/Sophiehustin/assets/fonts/portrait-light-webfont.eot?	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/themes/Sophiehustin/assets/fonts/portrait-light-webfontd41d.eot	(from https://sophiehustin.com/wp-content/themes/Sophiehustin/build/app.min.css)
12:35:27	26188/26188	---M--	200	added ('OK')	text/html	date:Sat,%2002%20Sep%202017%2008:19:48%20GMT	https://sophiehustin.com/wp-content/themes/Sophiehustin/assets/fonts/portrait-light-webfont.woff2	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/themes/Sophiehustin/assets/fonts/portrait-light-webfont.html	(from https://sophiehustin.com/wp-content/themes/Sophiehustin/build/app.min.css)
12:35:27	32828/32828	---M--	200	added ('OK')	application/x-font-woff	date:Sat,%2002%20Sep%202017%2008:19:47%20GMT	https://sophiehustin.com/wp-content/themes/Sophiehustin/assets/fonts/portrait-light-webfont.woff	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/themes/Sophiehustin/assets/fonts/portrait-light-webfont.woff	(from https://sophiehustin.com/wp-content/themes/Sophiehustin/build/app.min.css)
12:35:28	89830/89830	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2020%20Dec%202022%2021:50:11%20GMT	https://sophiehustin.com/wp-content/themes/Sophiehustin/assets/fonts/apercu-light-webfont.eot	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/themes/Sophiehustin/assets/fonts/apercu-light-webfont.eot	(from https://sophiehustin.com/wp-content/themes/Sophiehustin/build/app.min.css)
12:35:28	89830/89830	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2020%20Dec%202022%2021:50:11%20GMT	https://sophiehustin.com/wp-content/themes/Sophiehustin/assets/fonts/apercu-light-webfont.eot?	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/themes/Sophiehustin/assets/fonts/apercu-light-webfontd41d.eot	(from https://sophiehustin.com/wp-content/themes/Sophiehustin/build/app.min.css)
12:35:28	28504/28504	---M--	200	added ('OK')	text/html	date:Tue,%2020%20Dec%202022%2021:50:13%20GMT	https://sophiehustin.com/wp-content/themes/Sophiehustin/assets/fonts/apercu-light-webfont.woff2	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/themes/Sophiehustin/assets/fonts/apercu-light-webfont.html	(from https://sophiehustin.com/wp-content/themes/Sophiehustin/build/app.min.css)
12:35:28	40384/40384	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2020%20Dec%202022%2021:50:13%20GMT	https://sophiehustin.com/wp-content/themes/Sophiehustin/assets/fonts/apercu-light-webfont.woff	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/themes/Sophiehustin/assets/fonts/apercu-light-webfont.woff	(from https://sophiehustin.com/wp-content/themes/Sophiehustin/build/app.min.css)
12:35:28	143799/143799	---M--	200	added ('OK')	image/jpeg	date:Sat,%2002%20Sep%202017%2008:19:58%20GMT	https://sophiehustin.com/wp-content/themes/Sophiehustin/assets/images/stack/peint12.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/themes/Sophiehustin/assets/images/stack/peint12.jpg	(from https://sophiehustin.com/wp-content/themes/Sophiehustin/build/app.min.css)
12:35:29	90273/90273	---M--	200	added ('OK')	image/jpeg	date:Sat,%2002%20Sep%202017%2008:19:58%20GMT	https://sophiehustin.com/wp-content/themes/Sophiehustin/assets/images/stack/peint16.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/themes/Sophiehustin/assets/images/stack/peint16.jpg	(from https://sophiehustin.com/wp-content/themes/Sophiehustin/build/app.min.css)
12:35:29	54144/54144	---M--	200	added ('OK')	image/jpeg	date:Sat,%2002%20Sep%202017%2008:19:59%20GMT	https://sophiehustin.com/wp-content/themes/Sophiehustin/assets/images/stack/scult1.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/themes/Sophiehustin/assets/images/stack/scult1.jpg	(from https://sophiehustin.com/wp-content/themes/Sophiehustin/build/app.min.css)
12:35:30	139115/139115	---M--	200	added ('OK')	image/jpeg	date:Sat,%2002%20Sep%202017%2008:20:00%20GMT	https://sophiehustin.com/wp-content/themes/Sophiehustin/assets/images/stack/scult10.jpg	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/wp-content/themes/Sophiehustin/assets/images/stack/scult10.jpg	(from https://sophiehustin.com/wp-content/themes/Sophiehustin/build/app.min.css)
12:35:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Jul%202026%2007:35:30%20GMT	https://sophiehustin.com/?p=503	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/index6c15.html	(from https://sophiehustin.com/contact)
12:35:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Jul%202026%2007:35:30%20GMT	https://sophiehustin.com/?p=187	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/indexc885.html	(from https://sophiehustin.com/a-propos)
12:35:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Jul%202026%2007:35:30%20GMT	https://sophiehustin.com/?p=191	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/indexbbbf.html	(from https://sophiehustin.com/actualites)
12:35:30	23487/23487	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jul%202026%2007:35:30%20GMT	https://sophiehustin.com/peintures/sans-t-2	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/peintures/sans-t-2.html	(from https://sophiehustin.com/peintures)
12:35:30	0/0	---MC-	301	error ('Moved%20Permanently')	application/rss+xml	etag:%22f7ca05e965aeb5c598c45844c8d917a8%22	https://sophiehustin.com/peintures/feed/	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/peintures/feed/index.html	(from https://sophiehustin.com/peintures)
12:35:31	23514/23514	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jul%202026%2007:35:31%20GMT	https://sophiehustin.com/peintures/the-little-voice	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/peintures/the-little-voice.html	(from https://sophiehustin.com/peintures)
12:35:31	23626/23626	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jul%202026%2007:35:31%20GMT	https://sophiehustin.com/peintures/open-your-eyes-open-your-heart-open-your-mind	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/peintures/open-your-eyes-open-your-heart-open-your-mind.html	(from https://sophiehustin.com/peintures)
12:35:32	23465/23465	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jul%202026%2007:35:32%20GMT	https://sophiehustin.com/peintures/insieme	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/peintures/insieme.html	(from https://sophiehustin.com/peintures)
12:35:32	23503/23503	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jul%202026%2007:35:32%20GMT	https://sophiehustin.com/peintures/secret-meeting	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/peintures/secret-meeting.html	(from https://sophiehustin.com/peintures)
12:35:32	23476/23476	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jul%202026%2007:35:32%20GMT	https://sophiehustin.com/peintures/bad-mood	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/peintures/bad-mood.html	(from https://sophiehustin.com/peintures)
12:35:33	23438/23438	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jul%202026%2007:35:33%20GMT	https://sophiehustin.com/peintures/hearts-story	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/peintures/hearts-story.html	(from https://sophiehustin.com/peintures)
12:35:33	23568/23568	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Jul%202026%2007:35:33%20GMT	https://sophiehustin.com/peintures/i-was-putting-my-heart-aside	D:/React%20projects/marigold%20akufo-addo/Reference%20data/MariGold/sophiehustin.com/peintures/i-was-putting-my-heart-aside.html	(from https://sophiehustin.com/peintures)
